"claim_id","claim_date","order_id","device_id","issue_type","severity","warranty_approved","replacement_ship_days","notes","order_id_clean","device_id_clean","claim_dt","is_order_prefix_bad"
CLM-647628320,"2025-07-31",ORD-3706957,DEV-3121144190,Software,high,1.0,7.0,needs firmware,ORD-3706957,dev-3121144190,2025-07-31 00:00:00.000,0
CLM-611322245,"2025-05-31",ORD-5953137,DEV-8601863367,Connectivity,med,1.0,7.0,no fault found,ORD-5953137,dev-8601863367,2025-05-31 00:00:00.000,0
CLM-532438928,"2024-06-10",ORD-5427053,DEV-6245901617,Software,low,1.0,3.0,,ORD-5427053,dev-6245901617,2024-06-10 00:00:00.000,0
CLM-788817957,"2024-04-01",ORD-3526321,DEV-6391486381,Connectivity,high,1.0,3.0,customer reports intermittent issue,ORD-3526321,dev-6391486381,2024-04-01 00:00:00.000,0
CLM-956166664,"2025-08-05",ORD-6218335,DEV-3727294769,Sound Distortion,high,1.0,10.0,customer reports intermittent issue,ORD-6218335,dev-3727294769,2025-08-05 00:00:00.000,0
CLM-272026554,"2025-08-25",ORD-7912744,DEV-6400378626,Software,low,1.0,5.0,needs firmware,ORD-7912744,dev-6400378626,2025-08-25 00:00:00.000,0
CLM-661270530,"2024-06-24",ORD-6165354,DEV-6622466677,Connectivity,med,,7.0,customer reports intermittent issue,ORD-6165354,dev-6622466677,2024-06-24 00:00:00.000,0
CLM-367808799,"2024-09-14",ORD-3399226,DEV-1956085399,Overheating,med,0.0,7.0,no fault found,ORD-3399226,dev-1956085399,2024-09-14 00:00:00.000,0
CLM-240493501,"2025-11-03",ORD-7648837,DEV-4969642559,Battery,med,1.0,,customer reports intermittent issue,ORD-7648837,dev-4969642559,2025-11-03 00:00:00.000,0
CLM-655580398,"2024-03-09",ORD-9941183,DEV-5483407610,Connectivity,med,1.0,7.0,customer reports intermittent issue,ORD-9941183,dev-5483407610,2024-03-09 00:00:00.000,0
CLM-979196253,"2025-05-03",ORD-4939191,DEV-7343340741,Software,med,1.0,10.0,,ORD-4939191,dev-7343340741,2025-05-03 00:00:00.000,0
CLM-565534386,"2024-12-16",ORD-4227105,DEV-7992381732,Software,high,1.0,3.0,no fault found,ORD-4227105,dev-7992381732,2024-12-16 00:00:00.000,0
CLM-168636179,"10/17/2024",ORD-4875602,DEV-5393831742,Software,low,0.0,3.0,customer reports intermittent issue,ORD-4875602,dev-5393831742,2024-10-17 00:00:00.000,0
CLM-655098175,"2025-10-29",ORD-1332727,DEV-3533560171,Physical Damage,high,1.0,5.0,no fault found,ORD-1332727,dev-3533560171,2025-10-29 00:00:00.000,0
CLM-498954192,"2025-03-16",ORD-8559079,DEV-6930502962,Physical Damage,low,1.0,,,ORD-8559079,dev-6930502962,2025-03-16 00:00:00.000,0
CLM-944527157,"2025-10-21",ORD-8391901,DEV-7317945499,Sound Distortion,low,1.0,10.0,customer reports intermittent issue,ORD-8391901,dev-7317945499,2025-10-21 00:00:00.000,0
CLM-261267909,"2024-05-04",ORD-7649564,DEV-6422668648,Overheating,low,1.0,5.0,no fault found,ORD-7649564,dev-6422668648,2024-05-04 00:00:00.000,0
CLM-395404546,"2025-11-26",ORD-4034921,DEV-3396086481,Sound Distortion,critical,0.0,10.0,no fault found,ORD-4034921,dev-3396086481,2025-11-26 00:00:00.000,0
CLM-385679776,"2024-10-05",ORD-2009121,DEV-9158669624,,low,1.0,,repeat failure,ORD-2009121,dev-9158669624,2024-10-05 00:00:00.000,0
CLM-726010222,"2025-02-02",ORD-5930083,DEV-4764881800,Physical Damage,low,1.0,7.0,repeat failure,ORD-5930083,dev-4764881800,2025-02-02 00:00:00.000,0
CLM-978680310,"2025-07-03",ORD-9838754,DEV-7053466375,Mic issues,low,1.0,10.0,repeat failure,ORD-9838754,dev-7053466375,2025-07-03 00:00:00.000,0
CLM-870308155,"2025-06-30",ORD-3058776,DEV-7943506124,Sound Distortion,low,1.0,5.0,repeat failure,ORD-3058776,dev-7943506124,2025-06-30 00:00:00.000,0
CLM-568652838,"2025-07-13",ORD-1060614,DEV-5934056170,Software,high,0.0,5.0,,ORD-1060614,dev-5934056170,2025-07-13 00:00:00.000,0
CLM-204540052,"2024-03-11",ORD-5645771,DEV-4000157095,Connectivity,low,1.0,5.0,no fault found,ORD-5645771,dev-4000157095,2024-03-11 00:00:00.000,0
CLM-360601967,"2024-08-25",ORD-7537447,DEV-3107833160,Software,med,1.0,10.0,customer reports intermittent issue,ORD-7537447,dev-3107833160,2024-08-25 00:00:00.000,0
CLM-757378323,"2024-09-29",ORD-1774790,DEV-2346645880,Connectivity,med,1.0,7.0,no fault found,ORD-1774790,dev-2346645880,2024-09-29 00:00:00.000,0
CLM-900369852,"2025-05-26",ORD-1165837,DEV-3735091121,Sound Distortion,med,1.0,3.0,needs firmware,ORD-1165837,dev-3735091121,2025-05-26 00:00:00.000,0
CLM-348817186,"2024-01-10",ORD-9335422,DEV-8178444361,,med,1.0,7.0,repeat failure,ORD-9335422,dev-8178444361,2024-01-10 00:00:00.000,0
CLM-303575820,"2025-11-21",ORD-1193276,DEV-2662224154,Overheating,med,1.0,,no fault found,ORD-1193276,dev-2662224154,2025-11-21 00:00:00.000,0
CLM-103664408,"2025-02-28",ORD-5375294,DEV-1464929622,Physical Damage,med,1.0,7.0,customer reports intermittent issue,ORD-5375294,dev-1464929622,2025-02-28 00:00:00.000,0
CLM-864655085,"2024-07-31",ORD-8559572,DEV-3154775196,Software,med,1.0,10.0,customer reports intermittent issue,ORD-8559572,dev-3154775196,2024-07-31 00:00:00.000,0
CLM-260915528,"2025-01-06",ORD-6968755,DEV-9364831414,Battery,high,,3.0,customer reports intermittent issue,ORD-6968755,dev-9364831414,2025-01-06 00:00:00.000,0
CLM-595422784,"2025-07-21",ORD-7710559,,Overheating,low,0.0,5.0,repeat failure,ORD-7710559,,2025-07-21 00:00:00.000,0
CLM-476977189,"10/18/2025",ORD-8403224,DEV-4502414628,Connectivity,med,1.0,3.0,,ORD-8403224,dev-4502414628,2025-10-18 00:00:00.000,0
CLM-150746093,"2024-07-08",ORD-5471508,,Physical Damage,high,1.0,10.0,repeat failure,ORD-5471508,,2024-07-08 00:00:00.000,0
CLM-850817413,"05/03/2024",ORD-4020708,DEV-7026318132,Sound Distortion,high,1.0,,repeat failure,ORD-4020708,dev-7026318132,2024-05-03 00:00:00.000,0
CLM-992135227,"2025-05-20",ORD-4825130,DEV-8461368029,Connectivity,med,1.0,3.0,customer reports intermittent issue,ORD-4825130,dev-8461368029,2025-05-20 00:00:00.000,0
CLM-218164559,"2024-10-17",ORD-1234426,DEV-4417343701,Software,med,,5.0,customer reports intermittent issue,ORD-1234426,dev-4417343701,2024-10-17 00:00:00.000,0
CLM-719929773,"2025-02-17",ORD-1945741,DEV-3768263341,Connectivity,med,0.0,2.0,customer reports intermittent issue,ORD-1945741,dev-3768263341,2025-02-17 00:00:00.000,0
CLM-311668970,"2024-07-28",ORD-2249717,,Battery,critical,1.0,3.0,,ORD-2249717,,2024-07-28 00:00:00.000,0
CLM-999827080,"2025-06-29",ORD-6201627,DEV-4427233450,Sound Distortion,,1.0,5.0,repeat failure,ORD-6201627,dev-4427233450,2025-06-29 00:00:00.000,0
CLM-257456928,"2025-04-26",ORD-4501015,DEV-7965997893,Battery,med,0.0,5.0,customer reports intermittent issue,ORD-4501015,dev-7965997893,2025-04-26 00:00:00.000,0
CLM-658223754,"2025-09-08",ORD-5048511,DEV-3420845796,Battery,low,1.0,2.0,customer reports intermittent issue,ORD-5048511,dev-3420845796,2025-09-08 00:00:00.000,0
CLM-121259085,"04/11/2024",ORD-5873082,DEV-1940545990,,med,1.0,2.0,no fault found,ORD-5873082,dev-1940545990,2024-04-11 00:00:00.000,0
CLM-431371426,"2025-05-02",ORD-3895506,DEV-5497027031,Sound Distortion,med,1.0,7.0,needs firmware,ORD-3895506,dev-5497027031,2025-05-02 00:00:00.000,0
CLM-562347806,"2025-08-07",ORD-7742367,DEV-6513024598,Sound Distortion,high,0.0,7.0,repeat failure,ORD-7742367,dev-6513024598,2025-08-07 00:00:00.000,0
CLM-306623028,"2025-02-09",ORD-3680733,DEV-4076559327,Connectivity,med,1.0,3.0,no fault found,ORD-3680733,dev-4076559327,2025-02-09 00:00:00.000,0
CLM-522883682,"2024-01-27",ORD-5702417,DEV-7299429450,Sound Distortion,low,1.0,,needs firmware,ORD-5702417,dev-7299429450,2024-01-27 00:00:00.000,0
CLM-784649224,"2024-12-12",ORD-4865619,DEV-7309639914,Physical Damage,med,0.0,5.0,customer reports intermittent issue,ORD-4865619,dev-7309639914,2024-12-12 00:00:00.000,0
CLM-435870979,"2024-09-15",ORD-2988976,DEV-7084569898,Software,low,0.0,5.0,no fault found,ORD-2988976,dev-7084569898,2024-09-15 00:00:00.000,0
CLM-936580237,"2024-06-06",OR-1309834,DEV-4161333448,Overheating,med,0.0,3.0,needs firmware,OR-1309834,dev-4161333448,2024-06-06 00:00:00.000,1
CLM-603360198,"2025-03-06",ORD-6784132,DEV-2204900206,Software,med,1.0,7.0,repeat failure,ORD-6784132,dev-2204900206,2025-03-06 00:00:00.000,0
CLM-182058134,"2024-07-20",ORD-8687834,DEV-7869600364,Connectivity,low,1.0,,,ORD-8687834,dev-7869600364,2024-07-20 00:00:00.000,0
CLM-501271925,"2025-01-26",ORD-4779728,DEV-5914795886,Physical Damage,high,1.0,,,ORD-4779728,dev-5914795886,2025-01-26 00:00:00.000,0
CLM-512721519,"2025-01-11",ORD-6263081,DEV-5916249024,Physical Damage,low,1.0,5.0,,ORD-6263081,dev-5916249024,2025-01-11 00:00:00.000,0
CLM-729850750,"2024-01-21",ORD-2470095,DEV-1690933638,Overheating,low,0.0,,customer reports intermittent issue,ORD-2470095,dev-1690933638,2024-01-21 00:00:00.000,0
CLM-579483326,"2024-01-09",ORD-5542270,DEV-4385253967,Battery,med,1.0,3.0,no fault found,ORD-5542270,dev-4385253967,2024-01-09 00:00:00.000,0
CLM-676696591,"2025-10-24",ORD-6351798,DEV-1558305950,,med,1.0,5.0,no fault found,ORD-6351798,dev-1558305950,2025-10-24 00:00:00.000,0
CLM-816914259,"2025-09-21",ORD-1508589,DEV-7229360591,Software,med,0.0,,repeat failure,ORD-1508589,dev-7229360591,2025-09-21 00:00:00.000,0
CLM-826617580,"2025-04-30",ORD-5497159,DEV-7024179571,Sound Distortion,critical,1.0,3.0,,ORD-5497159,dev-7024179571,2025-04-30 00:00:00.000,0
CLM-140710461,"2025-05-21",ORD-4695247,DEV-6953108407,Software,med,,5.0,needs firmware,ORD-4695247,dev-6953108407,2025-05-21 00:00:00.000,0
CLM-908228206,"2025-08-27",ORD-4833044,DEV-8993261834,Sound Distortion,low,0.0,10.0,,ORD-4833044,dev-8993261834,2025-08-27 00:00:00.000,0
CLM-668685071,"2025-01-17",ORD-9834970,,Connectivity,low,1.0,5.0,,ORD-9834970,,2025-01-17 00:00:00.000,0
CLM-442849799,"2024-04-14",ORD-1208490,DEV-2084411173,Physical Damage,low,0.0,7.0,no fault found,ORD-1208490,dev-2084411173,2024-04-14 00:00:00.000,0
CLM-134344761,"2025-11-28",ORD-7026812,DEV-5320716270,Battery,high,1.0,2.0,,ORD-7026812,dev-5320716270,2025-11-28 00:00:00.000,0
CLM-534461378,"2024-03-08",ORD-4464663,,Sound Distortion,low,1.0,10.0,no fault found,ORD-4464663,,2024-03-08 00:00:00.000,0
CLM-812481227,"2024-01-17",ORD-4402464,DEV-4991443278,Software,low,1.0,2.0,customer reports intermittent issue,ORD-4402464,dev-4991443278,2024-01-17 00:00:00.000,0
CLM-283216639,"2025-07-05",ORD-6920126,DEV-1558739878,Software,high,1.0,5.0,repeat failure,ORD-6920126,dev-1558739878,2025-07-05 00:00:00.000,0
CLM-565789116,"2025-06-07",ORD-8110462,DEV-5170877006,Software,med,1.0,3.0,customer reports intermittent issue,ORD-8110462,dev-5170877006,2025-06-07 00:00:00.000,0
CLM-606198608,"2025-03-17",ORD-3676127,DEV-4131652865,Physical Damage,med,,5.0,repeat failure,ORD-3676127,dev-4131652865,2025-03-17 00:00:00.000,0
CLM-331491746,"2024-12-11",ORD-1151097,DEV-6255274171,Sound Distortion,high,1.0,10.0,needs firmware,ORD-1151097,dev-6255274171,2024-12-11 00:00:00.000,0
CLM-237465877,"2024-07-07",ORD-4104571,DEV-2935933722,,critical,1.0,,customer reports intermittent issue,ORD-4104571,dev-2935933722,2024-07-07 00:00:00.000,0
CLM-925597827,"2025-06-05",ORD-9027812,DEV-7895370352,Mic issues,low,1.0,10.0,customer reports intermittent issue,ORD-9027812,dev-7895370352,2025-06-05 00:00:00.000,0
CLM-535574586,"2025-06-27",ORD-7339348,,Connectivity,med,1.0,3.0,needs firmware,ORD-7339348,,2025-06-27 00:00:00.000,0
CLM-446609963,"2024-06-27",ORD-2647718,DEV-1916215371,Physical Damage,med,1.0,2.0,,ORD-2647718,dev-1916215371,2024-06-27 00:00:00.000,0
CLM-372342418,"2025-03-10",ORD-4986402,DEV-7097005660,Physical Damage,high,1.0,,,ORD-4986402,dev-7097005660,2025-03-10 00:00:00.000,0
CLM-257999719,"2025-11-11",ORD-2623362,DEV-7410031020,Connectivity,med,1.0,2.0,needs firmware,ORD-2623362,dev-7410031020,2025-11-11 00:00:00.000,0
CLM-871605095,"2025-08-06",ORD-3257399,DEV-6376332243,,low,1.0,2.0,customer reports intermittent issue,ORD-3257399,dev-6376332243,2025-08-06 00:00:00.000,0
CLM-966434099,"2025-06-23",ORD-6519451,DEV-3902312435,Connectivity,med,,7.0,needs firmware,ORD-6519451,dev-3902312435,2025-06-23 00:00:00.000,0
CLM-387615611,"2024-06-07",ORD-8344806,DEV-5514050134,Overheating,critical,1.0,5.0,customer reports intermittent issue,ORD-8344806,dev-5514050134,2024-06-07 00:00:00.000,0
CLM-336480787,"01/04/2024",ORD-7941731,DEV-8292675386,Overheating,med,0.0,7.0,needs firmware,ORD-7941731,dev-8292675386,2024-01-04 00:00:00.000,0
CLM-367791254,"2025-03-15",ORD-9311581,DEV-2709296728,Physical Damage,med,1.0,3.0,customer reports intermittent issue,ORD-9311581,dev-2709296728,2025-03-15 00:00:00.000,0
CLM-370778636,"2024-04-27",ORD-1583170,DEV-2312321856,Overheating,high,1.0,5.0,,ORD-1583170,dev-2312321856,2024-04-27 00:00:00.000,0
CLM-380502200,"2024-10-07",ORD-1045552,DEV-4870158326,Connectivity,high,1.0,2.0,,ORD-1045552,dev-4870158326,2024-10-07 00:00:00.000,0
CLM-113375320,"2024-02-02",ORD-5985178,DEV-6332607347,Physical Damage,med,1.0,3.0,no fault found,ORD-5985178,dev-6332607347,2024-02-02 00:00:00.000,0
CLM-378993805,"2024-02-05",ORD-9466493,DEV-5253909050,Sound Distortion,low,1.0,5.0,no fault found,ORD-9466493,dev-5253909050,2024-02-05 00:00:00.000,0
CLM-961484356,"09/11/2025",ORD-5062263,DEV-8538911338,Connectivity,critical,1.0,5.0,,ORD-5062263,dev-8538911338,2025-09-11 00:00:00.000,0
CLM-305064127,"2024-01-30",ORD-8891176,DEV-4799464099,Battery,high,1.0,7.0,no fault found,ORD-8891176,dev-4799464099,2024-01-30 00:00:00.000,0
CLM-138785022,"2025-11-24",ORD-2621876,DEV-2237634959,Mic issues,high,1.0,,,ORD-2621876,dev-2237634959,2025-11-24 00:00:00.000,0
CLM-814195942,"2024-10-22",ORD-5409236,DEV-2781202406,Overheating,low,1.0,10.0,no fault found,ORD-5409236,dev-2781202406,2024-10-22 00:00:00.000,0
CLM-324205356,"2024-04-03",ORD-6861872,DEV-9457634418,Sound Distortion,high,1.0,7.0,repeat failure,ORD-6861872,dev-9457634418,2024-04-03 00:00:00.000,0
CLM-200243799,"2025-03-17",ORD-1022340,DEV-1823298741,Software,low,1.0,2.0,repeat failure,ORD-1022340,dev-1823298741,2025-03-17 00:00:00.000,0
CLM-888217968,"2025-01-25",ORD-8210924,DEV-6551484064,Sound Distortion,med,1.0,3.0,customer reports intermittent issue,ORD-8210924,dev-6551484064,2025-01-25 00:00:00.000,0
CLM-835192456,"2024-03-18",ORD-5033422,DEV-2927654480,Software,med,1.0,5.0,needs firmware,ORD-5033422,dev-2927654480,2024-03-18 00:00:00.000,0
CLM-962159401,"2025-01-07",ORD-2349799,,Mic issues,low,1.0,10.0,customer reports intermittent issue,ORD-2349799,,2025-01-07 00:00:00.000,0
CLM-372797586,"2024-05-09",ORD-4447445,DEV-6136463901,Connectivity,med,,,,ORD-4447445,dev-6136463901,2024-05-09 00:00:00.000,0
CLM-394267525,"2025-10-29",ORD-3645451,DEV-9264063291,Overheating,low,1.0,3.0,customer reports intermittent issue,ORD-3645451,dev-9264063291,2025-10-29 00:00:00.000,0
CLM-647377011,"2025-09-27",ORD-3760763,DEV-4448521710,Physical Damage,high,1.0,2.0,repeat failure,ORD-3760763,dev-4448521710,2025-09-27 00:00:00.000,0
CLM-742325081,"2024-10-05",ORD-7679263,DEV-5187731090,Connectivity,low,0.0,,needs firmware,ORD-7679263,dev-5187731090,2024-10-05 00:00:00.000,0
CLM-149796498,"2024-11-30",ORD-7760232,DEV-9649459430,Physical Damage,high,1.0,5.0,no fault found,ORD-7760232,dev-9649459430,2024-11-30 00:00:00.000,0
CLM-675484404,"2024-10-03",ORD-5097088,DEV-4096929463,Connectivity,high,0.0,10.0,customer reports intermittent issue,ORD-5097088,dev-4096929463,2024-10-03 00:00:00.000,0
CLM-922230868,"2025-03-21",ORD-3745561,DEV-6140365572,Software,med,1.0,,no fault found,ORD-3745561,dev-6140365572,2025-03-21 00:00:00.000,0
CLM-583498351,"2025-03-28",ORD-8448596,DEV-9415186200,Overheating,low,1.0,,customer reports intermittent issue,ORD-8448596,dev-9415186200,2025-03-28 00:00:00.000,0
CLM-895479289,"2024-06-07",ORD-3454914,DEV-8043053505,Physical Damage,low,1.0,,no fault found,ORD-3454914,dev-8043053505,2024-06-07 00:00:00.000,0
CLM-153095107,"2025-02-28",ORD-2986156,DEV-8668326927,,high,1.0,10.0,customer reports intermittent issue,ORD-2986156,dev-8668326927,2025-02-28 00:00:00.000,0
CLM-916602828,"2025-07-23",ORD-3945901,DEV-2444920194,Sound Distortion,low,1.0,2.0,repeat failure,ORD-3945901,dev-2444920194,2025-07-23 00:00:00.000,0
CLM-865143913,"2025-12-09",ORD-8914590,DEV-3286531513,Connectivity,med,1.0,7.0,customer reports intermittent issue,ORD-8914590,dev-3286531513,2025-12-09 00:00:00.000,0
CLM-690867955,"2024-05-25",ORD-9664841,DEV-4643529664,Sound Distortion,med,,3.0,,ORD-9664841,dev-4643529664,2024-05-25 00:00:00.000,0
CLM-579287162,"2024-11-10",ORD-5921930,,Sound Distortion,high,0.0,7.0,repeat failure,ORD-5921930,,2024-11-10 00:00:00.000,0
CLM-130838763,"2025-07-17",ORD-7742719,DEV-4132099194,Software,med,1.0,,customer reports intermittent issue,ORD-7742719,dev-4132099194,2025-07-17 00:00:00.000,0
CLM-336963525,"2025-07-27",ORD-8749389,DEV-8384831273,Battery,med,1.0,10.0,customer reports intermittent issue,ORD-8749389,dev-8384831273,2025-07-27 00:00:00.000,0
CLM-683544044,"2025-08-03",ORD-4956378,DEV-9417901370,Software,low,0.0,3.0,,ORD-4956378,dev-9417901370,2025-08-03 00:00:00.000,0
CLM-751699426,"2025-08-30",ORD-3587037,DEV-7723959672,Battery,med,1.0,3.0,customer reports intermittent issue,ORD-3587037,dev-7723959672,2025-08-30 00:00:00.000,0
CLM-427657010,"2024-07-27",ORD-3889411,DEV-4423928325,Sound Distortion,high,1.0,3.0,needs firmware,ORD-3889411,dev-4423928325,2024-07-27 00:00:00.000,0
CLM-162524841,"2024-06-07",ORD-7603844,DEV-2105285805,Connectivity,low,1.0,5.0,repeat failure,ORD-7603844,dev-2105285805,2024-06-07 00:00:00.000,0
CLM-995872884,"2025-05-24",ORD-5939664,DEV-7633746932,Sound Distortion,low,0.0,3.0,needs firmware,ORD-5939664,dev-7633746932,2025-05-24 00:00:00.000,0
CLM-184149503,"2024-10-22",ORD-4565696,,Software,med,1.0,7.0,customer reports intermittent issue,ORD-4565696,,2024-10-22 00:00:00.000,0
CLM-610553813,"2025-07-14",ORD-5851845,DEV-4653928344,Sound Distortion,low,1.0,3.0,needs firmware,ORD-5851845,dev-4653928344,2025-07-14 00:00:00.000,0
CLM-144814021,"2024-05-02",ORD-8271311,,Connectivity,med,0.0,10.0,repeat failure,ORD-8271311,,2024-05-02 00:00:00.000,0
CLM-815592573,"2024-06-01",ORD-8482005,DEV-2247117108,Software,med,1.0,5.0,customer reports intermittent issue,ORD-8482005,dev-2247117108,2024-06-01 00:00:00.000,0
CLM-388450890,"2024-10-20",OR-5835686,DEV-8594448502,Overheating,low,1.0,2.0,customer reports intermittent issue,OR-5835686,dev-8594448502,2024-10-20 00:00:00.000,1
CLM-688525058,"2024-04-12",ORD-3186738,DEV-9862615427,Software,low,1.0,7.0,no fault found,ORD-3186738,dev-9862615427,2024-04-12 00:00:00.000,0
CLM-818943446,"2024-05-30",OR-5222761,DEV-5672946587,Software,critical,1.0,3.0,customer reports intermittent issue,OR-5222761,dev-5672946587,2024-05-30 00:00:00.000,1
CLM-370483713,"2025-07-30",ORD-7946257,DEV-4117629383,Connectivity,low,1.0,2.0,no fault found,ORD-7946257,dev-4117629383,2025-07-30 00:00:00.000,0
CLM-446779613,"2025-09-04",ORD-4792004,DEV-3322645145,Physical Damage,low,1.0,2.0,customer reports intermittent issue,ORD-4792004,dev-3322645145,2025-09-04 00:00:00.000,0
CLM-880127771,"2024-12-09",ORD-6782304,DEV-7839559554,Battery,high,1.0,10.0,needs firmware,ORD-6782304,dev-7839559554,2024-12-09 00:00:00.000,0
CLM-318225230,"2024-02-07",ORD-6070510,DEV-8553476134,Software,low,1.0,3.0,customer reports intermittent issue,ORD-6070510,dev-8553476134,2024-02-07 00:00:00.000,0
CLM-107052675,"2024-11-29",ORD-5842344,DEV-4916180385,Physical Damage,med,0.0,7.0,,ORD-5842344,dev-4916180385,2024-11-29 00:00:00.000,0
CLM-142318593,"2024-12-04",ORD-9070270,DEV-9106332736,Software,low,1.0,5.0,needs firmware,ORD-9070270,dev-9106332736,2024-12-04 00:00:00.000,0
CLM-930161591,"2025-03-19",ORD-6834342,DEV-9415186200,Overheating,med,0.0,,repeat failure,ORD-6834342,dev-9415186200,2025-03-19 00:00:00.000,0
CLM-861258282,"2025-06-12",ORD-1512747,DEV-8749877916,Physical Damage,low,0.0,3.0,no fault found,ORD-1512747,dev-8749877916,2025-06-12 00:00:00.000,0
CLM-247418769,"2024-04-10",ORD-4792004,DEV-3751335052,Connectivity,med,0.0,3.0,,ORD-4792004,dev-3751335052,2024-04-10 00:00:00.000,0
CLM-680270487,"2024-05-11",ORD-8397211,DEV-3773688130,Physical Damage,med,0.0,3.0,repeat failure,ORD-8397211,dev-3773688130,2024-05-11 00:00:00.000,0
CLM-499141684,"2025-07-01",ORD-7074551,DEV-3215289244,Sound Distortion,low,1.0,5.0,customer reports intermittent issue,ORD-7074551,dev-3215289244,2025-07-01 00:00:00.000,0
CLM-131179344,"2025-04-17",ORD-1920534,DEV-9048891961,Connectivity,high,1.0,10.0,,ORD-1920534,dev-9048891961,2025-04-17 00:00:00.000,0
CLM-969743913,"2024-05-25",OR-6540189,DEV-1894996931,Battery,med,0.0,10.0,repeat failure,OR-6540189,dev-1894996931,2024-05-25 00:00:00.000,1
CLM-419836508,"2024-05-06",ORD-1323410,DEV-7732115563,Connectivity,med,1.0,5.0,repeat failure,ORD-1323410,dev-7732115563,2024-05-06 00:00:00.000,0
CLM-579998511,"02/12/2024",ORD-8814509,DEV-6195140826,Overheating,low,1.0,7.0,customer reports intermittent issue,ORD-8814509,dev-6195140826,2024-02-12 00:00:00.000,0
CLM-946003769,"2024-11-18",ORD-6755604,DEV-1894996931,Sound Distortion,med,1.0,10.0,,ORD-6755604,dev-1894996931,2024-11-18 00:00:00.000,0
CLM-836760330,"2025-01-04",ORD-6663945,DEV-3775055328,Software,low,1.0,5.0,customer reports intermittent issue,ORD-6663945,dev-3775055328,2025-01-04 00:00:00.000,0
CLM-821579865,"2024-09-24",ORD-2782312,DEV-3532764887,Connectivity,med,0.0,2.0,,ORD-2782312,dev-3532764887,2024-09-24 00:00:00.000,0
CLM-732354706,"2025-02-14",ORD-1009670,DEV-4309003778,Sound Distortion,low,1.0,3.0,customer reports intermittent issue,ORD-1009670,dev-4309003778,2025-02-14 00:00:00.000,0
